age,gender,marital_status,education,employment_status,years_employed,annual_income,monthly_income,credit_score,credit_history_length,num_credit_accounts,existing_debt,monthly_debt_payments,debt_to_income_ratio,loan_amount,loan_term_months,loan_purpose,owns_property,property_value,has_bank_account,years_with_bank,previous_loans,previous_loan_defaults,state,area_type,has_coapplicant,coapplicant_income,total_household_income,loan_approved,application_date
49,Male,Married,Bachelor's,Employed,1.9,73665.67,6138.81,656.0,0.2,2,14731.34,441.9401761772444,0.072,39104.05,84,Debt Consolidation,True,127299.31,True,7.7,1,0,Other,Rural,False,0.0,73665.67222198947,1,2024-05-11 12:07:44.875501
38,Female,Single,Bachelor's,Employed,1.2,47495.72,3957.98,570.0,0.7,3,41179.06,1235.371779701538,0.312,38054.65,36,Education,True,89547.88,True,3.8,2,0,PA,Urban,True,17167.39481669409,64663.11720252657,1,2024-12-27 12:07:44.875501
30,Male,Married,Bachelor's,Employed,0.7,103382.18,8615.18,686.0,9.9,3,6843.04,205.29106855769,0.024,42775.15,84,Personal,True,365215.54,True,25.6,2,2,PA,Suburban,False,0.0,103382.1832646832,1,2024-01-10 12:07:44.875501
36,Male,Single,Bachelor's,Retired,2.4,23204.81,1933.73,789.0,1.6,5,38187.44,1145.6231007473662,0.592,20362.3,12,Auto,True,346399.52,True,1.9,1,0,Other,Urban,False,0.0,23204.807918629875,0,2024-06-06 12:07:44.875501
18,Male,Married,Bachelor's,Employed,3.9,0.0,0.0,652.0,2.1,2,5705.16,171.15477655981394,0.0,29926.93,60,Personal,True,211850.29,True,2.9,1,0,Other,Suburban,True,34882.03972599411,34882.03972599411,1,2024-12-10 12:07:44.875501
39,Female,Single,Some College,Employed,0.4,39917.77,3326.48,783.0,3.8,4,30959.59,928.7876328128377,0.279,18691.79,84,Home Improvement,True,323769.87,True,7.7,0,0,Other,Urban,True,45306.936436223245,85224.70173343185,1,2024-05-17 12:07:44.875501
22,Female,Divorced,Advanced,Self-employed,4.6,63361.86,5280.15,850.0,8.6,1,40111.42,1203.3427030206963,0.228,59647.68,48,Business,False,0.0,True,1.8,1,0,FL,Suburban,False,0.0,63361.856781620954,1,2024-01-29 12:07:44.875501
18,Female,Single,Some College,Employed,24.8,59314.49,4942.87,850.0,5.1,4,48066.71,1442.0013944329987,0.292,13707.26,72,Business,False,0.0,True,3.4,0,0,Other,Urban,False,0.0,59314.485012610996,1,2023-12-15 12:07:44.875501
18,Male,Single,Some College,Self-employed,16.6,44254.4,3687.87,531.0,23.1,1,17848.32,535.4495965266699,0.145,5823.42,24,Other,False,0.0,True,8.2,0,0,CA,Urban,False,0.0,44254.39719172038,1,2023-10-28 12:07:44.875501
48,Female,Single,Bachelor's,Employed,8.8,79177.34,6598.11,531.0,4.6,3,9964.04,298.9211048156824,0.045,12736.97,72,Home Improvement,True,126928.83,True,2.9,2,0,Other,Suburban,False,0.0,79177.33990802104,1,2024-06-30 12:07:44.875501
27,Female,Divorced,Some College,Self-employed,1.5,66054.95,5504.58,605.0,1.8,4,37002.41,1110.0722291671123,0.202,24175.0,84,Home Improvement,False,0.0,True,0.4,1,0,OH,Urban,True,17248.866033474536,83303.81247745942,1,2024-10-04 12:07:44.875501
53,Female,Married,Advanced,Employed,0.1,38997.65,3249.8,662.0,6.1,4,9675.28,290.2583407024048,0.089,24072.94,36,Debt Consolidation,True,175256.34,True,5.7,1,0,CA,Suburban,False,0.0,38997.648001778434,1,2025-05-29 12:07:44.875501
28,Male,Married,Some College,Unemployed,9.0,4247.33,353.94,808.0,4.8,5,4006.82,120.2047162333177,0.34,38352.3,36,Debt Consolidation,False,0.0,True,10.3,2,0,CA,Rural,False,0.0,4247.327995899435,1,2024-11-08 12:07:44.875501
18,Male,Married,Bachelor's,Employed,0.3,37938.26,3161.52,712.0,12.4,3,44997.78,1349.9334730894361,0.427,25464.92,12,Education,True,222065.61,True,9.5,1,0,Other,Suburban,False,0.0,37938.26422594119,1,2024-05-18 12:07:44.875501
21,Male,Married,High School,Unemployed,1.2,4295.61,357.97,529.0,21.9,2,13243.46,397.30367087799294,1.11,17578.09,12,Education,False,0.0,True,6.8,2,0,Other,Suburban,False,0.0,4295.613834965872,1,2024-02-17 12:07:44.875501
49,Male,Single,Some College,Retired,3.9,12373.27,1031.11,588.0,14.5,5,21147.77,634.433208048172,0.615,32244.06,84,Auto,True,231447.87,True,10.1,2,0,Other,Rural,True,0.0,12373.265755907129,0,2024-08-07 12:07:44.875501
33,Female,Married,Some College,Employed,1.0,46339.83,3861.65,645.0,3.9,3,62661.65,1879.849460314607,0.487,42472.51,36,Medical,True,132275.15,True,1.6,1,0,CA,Urban,False,0.0,46339.834149163114,1,2025-04-20 12:07:44.875501
28,Male,Single,Advanced,Retired,9.0,23168.02,1930.67,501.0,1.9,1,3648.68,109.46035934132831,0.057,28106.96,48,Auto,True,,True,9.3,1,0,Other,Rural,False,0.0,23168.020189699724,1,2024-07-23 12:07:44.875501
36,Male,Widowed,Advanced,Employed,7.5,61042.2,5086.85,651.0,19.7,3,20365.02,610.9505334386536,0.12,38029.81,24,Education,True,173414.15,True,0.4,0,0,CA,Suburban,True,56252.25705144415,117294.45242976873,1,2024-03-19 12:07:44.875501
41,Female,Married,Bachelor's,Employed,7.0,100120.69,8343.39,,3.9,2,20454.42,613.6325551292157,0.074,26250.72,60,Other,False,0.0,True,9.4,0,0,NY,Suburban,False,0.0,100120.6883555582,1,2024-02-17 12:07:44.875501
48,Female,Single,Advanced,Employed,8.5,55627.38,4635.62,484.0,11.8,0,49492.86,1484.7856985300932,0.32,21102.63,24,Education,False,0.0,True,0.4,2,0,NC,Urban,False,0.0,55627.384105612684,1,2025-01-29 12:07:44.875501
52,Male,Single,Bachelor's,Retired,1.2,4976.99,414.75,555.0,36.5,2,10435.62,313.0685995837391,0.755,35475.23,84,Education,False,0.0,True,10.3,3,0,IL,Suburban,True,59226.44094331109,64203.42977227982,1,2025-02-15 12:07:44.875501
30,Female,Married,Advanced,Employed,6.5,91411.48,7617.62,691.0,6.9,5,12821.28,384.6383673972583,0.05,28429.47,84,Auto,True,147278.83,True,15.1,0,0,TX,Suburban,False,0.0,91411.47976309304,1,2024-12-28 12:07:44.875501
19,Male,Single,Advanced,Employed,2.2,91206.85,7600.57,690.0,5.2,7,18312.44,549.3732590790365,0.072,40066.3,48,Auto,True,377358.24,True,12.4,0,0,Other,Suburban,True,34464.14422830295,125670.99767515516,1,2025-01-29 12:07:44.875501
30,Female,Single,High School,Employed,5.5,8336.96,694.75,659.0,9.6,0,4574.04,137.221305271098,0.198,48133.27,96,Home Improvement,True,256119.89,True,3.0,0,0,CA,Suburban,False,0.0,8336.957219250786,1,2024-07-18 12:07:44.875501
38,Female,Single,Bachelor's,Retired,0.7,15832.08,1319.34,749.0,1.7,4,15903.17,477.0952243147403,0.362,23300.11,12,Personal,True,219604.72,True,25.9,1,0,Other,Suburban,False,0.0,15832.083333369008,1,2025-01-28 12:07:44.875501
23,Male,Married,Bachelor's,Self-employed,6.1,77505.4,6458.78,738.0,5.4,5,14321.15,429.634547424168,0.067,34703.53,60,Home Improvement,True,50000.0,True,5.1,2,1,Other,Urban,False,0.0,77505.3987007482,1,2023-09-30 12:07:44.875501
23,Female,Married,High School,Employed,17.9,48387.25,4032.27,670.0,3.0,4,5497.3,164.91895298725004,0.041,41020.23,24,Business,True,190567.13,True,3.3,0,0,NY,Suburban,True,45365.45132545649,93752.70350492955,1,2023-12-08 12:07:44.875501
39,Female,Single,Some College,Employed,0.2,44914.97,3742.91,656.0,1.4,3,44747.41,1342.4222390681095,0.359,31154.51,24,Auto,True,106836.76,True,6.1,1,0,IL,Suburban,False,0.0,44914.972257851034,1,2024-10-13 12:07:44.875501
34,Male,Single,Advanced,Employed,0.5,65463.46,5455.29,662.0,7.5,5,14098.35,422.95063635166,0.078,32652.03,60,Medical,True,193762.34,True,2.5,4,0,CA,Suburban,True,46805.635816368886,112269.09566863428,1,2025-02-05 12:07:44.875501
35,Male,Married,Advanced,Employed,0.7,40596.72,3383.06,635.0,6.9,3,9134.46,274.0337211855736,0.081,27150.89,36,Education,True,184771.73,True,1.4,1,0,PA,Suburban,False,0.0,40596.715299837204,1,2024-12-18 12:07:44.875501
25,Female,Married,Advanced,Employed,2.8,2603.93,216.99,432.0,11.5,4,3492.31,104.76923766869281,0.483,28831.35,60,Debt Consolidation,True,131468.12,True,1.2,0,0,PA,Suburban,False,0.0,2603.933450152143,0,2024-05-10 12:07:44.875501
32,Male,Single,Advanced,Employed,1.7,118287.19,9857.27,763.0,16.5,5,2350.84,70.5251766197234,0.007,32828.02,24,Education,True,293796.09,True,1.3,4,0,CA,Suburban,True,33185.43479714352,151472.6250699155,1,2024-04-14 12:07:44.875501
23,Male,Single,Advanced,Self-employed,8.2,47777.58,3981.47,689.0,2.0,4,80614.11,2418.423231304339,0.607,15883.21,60,Education,False,0.0,True,1.8,2,0,FL,Urban,True,45880.12337422721,93657.70430977772,1,2025-04-26 12:07:44.875501
45,Female,Divorced,High School,Employed,3.2,42824.09,3568.67,528.0,12.1,6,133237.14,3997.1142773531087,1.12,1000.0,72,Debt Consolidation,False,0.0,True,15.2,0,0,Other,Urban,True,58550.88116094209,101374.97220197381,1,2024-09-02 12:07:44.875501
47,Female,Widowed,Some College,Employed,3.3,42140.74,3511.73,792.0,3.7,4,57051.28,1711.5384013464393,0.487,23684.3,24,Business,True,325925.73,True,3.6,3,1,Other,Rural,False,0.0,42140.73607813195,1,2023-10-26 12:07:44.875501
18,Male,Widowed,High School,Employed,6.3,54355.16,4529.6,591.0,7.9,2,15341.37,460.2412204772104,0.102,22462.68,72,Home Improvement,False,0.0,True,0.0,1,0,CA,Rural,True,41844.405263426954,96199.56609980369,1,2023-10-28 12:07:44.875501
23,Male,Divorced,High School,Employed,2.2,41838.36,3486.53,639.0,15.2,1,41245.53,1237.365939149027,0.355,49301.61,48,Debt Consolidation,True,333138.97,True,2.5,1,0,MI,Urban,True,32432.922482894126,74271.27789860866,1,2024-06-21 12:07:44.875501
18,Male,Single,Some College,Employed,2.2,47761.94,3980.16,752.0,2.4,5,44936.72,1348.1016965731544,0.339,29442.64,84,Debt Consolidation,True,183128.5,True,38.8,0,0,PA,Rural,False,0.0,47761.937155656,1,2025-01-25 12:07:44.875501
27,Male,Single,Bachelor's,Employed,7.1,0.0,0.0,672.0,7.3,3,8910.06,267.30181863577,0.0,33430.36,72,Auto,False,0.0,True,9.3,1,0,Other,Suburban,False,0.0,0.0,1,2025-05-10 12:07:44.875501
33,Male,Single,Advanced,Self-employed,7.6,51999.82,4333.32,783.0,5.2,1,22048.99,661.4696078316668,0.153,18826.6,84,Debt Consolidation,False,0.0,True,4.9,2,0,Other,Urban,False,0.0,51999.820936681695,1,2025-07-07 12:07:44.875501
18,Female,Single,Advanced,Employed,0.1,84360.46,7030.04,614.0,12.5,5,78560.61,2356.8184206301817,0.335,16061.91,36,Home Improvement,True,186866.98,True,1.0,3,0,Other,Urban,False,0.0,84360.45921157394,1,2025-07-26 12:07:44.875501
23,Male,Widowed,Bachelor's,Employed,0.8,69402.7,5783.56,819.0,9.6,3,8214.96,246.44867876216108,0.043,12480.4,60,Home Improvement,False,0.0,True,4.3,0,0,CA,Urban,False,0.0,69402.70095158245,1,2024-12-31 12:07:44.875501
22,Male,Married,Advanced,Self-employed,1.2,48308.43,4025.7,572.0,11.7,8,27183.38,815.5014276810842,0.203,6096.83,48,Debt Consolidation,False,0.0,True,7.1,0,0,TX,Suburban,False,0.0,48308.43190314299,1,2024-06-25 12:07:44.875501
37,Male,Married,Bachelor's,Self-employed,2.2,24340.05,2028.34,781.0,2.7,2,27157.79,814.733721287165,0.402,35896.44,48,Home Improvement,False,0.0,True,17.6,1,0,Other,Suburban,False,0.0,24340.04541616238,0,2025-03-09 12:07:44.875501
35,Female,Single,Advanced,Self-employed,1.7,81949.27,6829.11,423.0,9.7,3,15067.61,452.0284190501891,0.066,29599.46,84,Business,False,0.0,True,4.7,1,1,Other,Suburban,True,41597.00064272282,123546.27501247825,1,2023-09-15 12:07:44.875501
26,Male,Divorced,Bachelor's,Retired,5.5,0.0,0.0,539.0,7.4,4,16849.74,505.49218160019103,0.0,47158.92,36,Debt Consolidation,False,0.0,True,5.6,2,1,FL,Suburban,False,0.0,0.0,1,2023-12-26 12:07:44.875501
37,Male,Divorced,Some College,Self-employed,8.8,29188.64,2432.39,679.0,4.9,0,15237.74,457.1320702818152,0.188,33245.76,12,Debt Consolidation,True,256996.91,True,5.9,1,0,CA,Suburban,False,0.0,29188.636149504327,1,2024-11-21 12:07:44.875501
28,Male,Single,Advanced,Employed,1.1,110764.19,9230.35,609.0,3.8,6,18405.38,552.1614639845648,0.06,28643.14,60,Other,False,0.0,True,21.1,1,0,PA,Urban,False,0.0,110764.18795403808,1,2024-01-22 12:07:44.875501
31,Female,Divorced,Some College,Self-employed,4.1,85213.45,7101.12,642.0,3.2,6,4027.05,120.81155640222835,0.017,1000.0,72,Home Improvement,False,0.0,True,2.9,0,0,Other,Urban,True,49560.183262039376,134773.63756571276,0,2024-06-03 12:07:44.875501
55,Female,Single,Bachelor's,Employed,2.3,65719.49,5476.62,654.0,0.1,2,39587.81,1187.6343450590518,0.217,53624.65,96,Auto,True,141780.54,True,13.8,2,0,MI,Suburban,False,0.0,65719.4858928332,1,2024-09-15 12:07:44.875501
51,Male,Single,Some College,Employed,3.5,50532.05,4211.0,530.0,1.5,2,27049.42,811.4825758330849,0.193,25587.46,96,Business,False,0.0,True,4.0,1,0,NY,Suburban,False,0.0,50532.05366066261,1,2024-10-23 12:07:44.875501
19,Male,Married,Bachelor's,Employed,4.8,12096.24,1008.02,538.0,0.5,3,91071.16,2732.1347665474523,2.0,1000.0,36,Personal,True,238213.85,True,9.5,1,0,CA,Suburban,True,54818.187922999175,66914.43066346241,1,2024-09-15 12:07:44.875501
44,Male,Married,Advanced,Employed,11.2,45742.65,3811.89,673.0,15.1,1,7047.24,211.41734915129965,0.055,28386.78,72,Auto,False,0.0,True,4.6,1,0,TX,Suburban,False,0.0,45742.65184712297,1,2023-10-23 12:07:44.875501
44,Male,Single,High School,Employed,1.1,35277.3,2939.78,583.0,15.7,1,3944.67,118.34017484194528,0.04,12836.49,84,Business,True,209840.93,True,5.7,1,0,OH,Rural,False,0.0,35277.30243254758,1,2024-10-21 12:07:44.875501
21,Male,Single,Advanced,Employed,0.5,46295.24,3857.94,784.0,15.0,2,10484.82,314.5445608199255,0.082,12301.02,36,Debt Consolidation,True,261694.76,True,2.8,1,0,Other,Suburban,False,0.0,46295.2425129691,1,2023-10-29 12:07:44.875501
44,Male,Widowed,High School,Employed,4.9,34396.11,2866.34,630.0,13.6,2,17820.56,534.6167088084768,0.187,28997.55,24,Auto,True,395507.66,True,3.7,2,0,NC,Urban,False,0.0,34396.10664147417,1,2025-04-12 12:07:44.875501
53,Male,Married,Some College,Self-employed,2.5,82063.25,6838.6,721.0,2.0,4,5735.63,172.06888691728966,0.025,16187.91,96,Debt Consolidation,True,294841.05,True,5.2,3,0,GA,Suburban,False,0.0,82063.24756587995,1,2025-04-04 12:07:44.875501
21,Male,Married,Some College,Unemployed,0.9,3524.72,293.73,694.0,5.4,4,15432.49,462.97483484600303,1.576,40400.33,36,Business,False,0.0,True,6.5,2,0,NY,Suburban,False,0.0,3524.71848971162,1,2024-03-24 12:07:44.875501
23,Male,Single,Advanced,Employed,0.6,56135.58,4677.97,589.0,19.1,3,25723.42,771.7025578918966,0.165,23268.05,36,Home Improvement,True,222769.48,True,3.2,4,0,FL,Suburban,True,51189.49432787414,107325.07563339824,1,2024-09-12 12:07:44.875501
47,Female,Single,High School,Self-employed,4.1,62199.0,5183.25,451.0,11.4,1,1445.26,43.357939501900105,0.008,30998.53,60,Debt Consolidation,True,188376.15,True,12.6,2,0,Other,Suburban,False,0.0,62199.00070432803,1,2025-03-26 12:07:44.875501
38,Male,Single,Bachelor's,Employed,1.8,23771.53,1980.96,768.0,0.0,4,35473.52,1064.2057215221932,0.537,33498.83,96,Auto,True,208911.32,True,8.9,0,0,Other,Suburban,False,0.0,23771.53419073833,1,2024-06-28 12:07:44.875501
41,Male,Single,Some College,Unemployed,29.8,2987.63,248.97,552.0,4.9,4,70215.26,2106.457701316474,2.0,28777.52,36,Business,False,0.0,True,4.2,0,0,Other,Rural,False,0.0,2987.6317580900763,1,2023-11-21 12:07:44.875501
39,Male,Single,High School,Employed,2.6,28196.44,2349.7,609.0,0.1,1,7807.85,234.2354354628602,0.1,28214.85,72,Auto,True,260124.13,True,9.3,1,0,Other,Urban,False,0.0,28196.43859589052,1,2024-10-06 12:07:44.875501
39,Female,Single,Advanced,Employed,1.2,66445.4,5537.12,634.0,2.6,4,37427.56,1122.826838099742,0.203,27124.5,36,Auto,False,0.0,True,0.0,0,0,Other,Suburban,False,0.0,66445.39581034544,1,2025-02-04 12:07:44.875501
19,Female,Married,Some College,Employed,5.0,38790.68,3232.56,644.0,4.6,5,13529.3,405.87891331679117,0.126,47402.55,12,Personal,True,112052.39,True,6.3,1,0,Other,Rural,True,32026.47490969739,70817.15769481141,1,2024-12-11 12:07:44.875501
47,Male,Single,Some College,Employed,1.4,39359.86,3279.99,746.0,17.9,1,27298.32,818.9494747626422,0.25,37658.42,96,Business,True,182877.3,True,5.2,0,0,IL,Suburban,False,0.0,39359.86363175159,1,2025-03-23 12:07:44.875501
49,Male,Divorced,Some College,Employed,3.4,33032.63,2752.72,650.0,8.5,3,33968.54,1019.0562941524715,0.37,14637.72,48,Debt Consolidation,True,133137.0,True,5.1,0,0,Other,Urban,True,78056.4312231364,111089.05945529148,1,2024-06-19 12:07:44.875501
32,Male,Single,Bachelor's,Employed,3.3,31441.73,2620.14,637.0,3.6,3,8738.0,262.14007498215835,0.1,8327.46,60,Auto,False,0.0,True,6.5,0,0,Other,Suburban,True,26522.27770746276,57964.01198273816,1,2025-06-06 12:07:44.875501
34,Male,Married,Bachelor's,Employed,3.0,68401.14,5700.1,751.0,5.4,4,38708.29,1161.24862701009,0.204,13089.81,12,Debt Consolidation,True,248676.71,True,11.4,2,0,CA,Rural,False,0.0,68401.14433263271,1,2025-08-03 12:07:44.875501
18,Male,Single,High School,Employed,8.0,34595.13,2882.93,710.0,13.6,3,2776.4,83.2919740225501,0.029,31417.22,72,Personal,False,0.0,True,0.3,1,0,IL,Rural,False,0.0,34595.13409660393,1,2025-05-24 12:07:44.875501
41,Female,Married,Some College,Employed,1.2,56142.34,4678.53,576.0,2.8,1,108046.53,3241.3959327094503,0.693,8434.19,60,Medical,False,0.0,True,1.1,3,1,IL,Suburban,False,0.0,56142.34164265272,1,2024-01-06 12:07:44.875501
41,Male,Single,Bachelor's,Retired,11.7,12217.68,1018.14,535.0,7.6,3,10275.45,308.26348066070653,0.303,15208.05,84,Auto,True,174035.76,True,0.1,1,0,FL,Rural,False,0.0,12217.679491765904,1,2024-01-16 12:07:44.875501
34,Female,Widowed,Some College,Employed,7.8,33025.64,2752.14,567.0,2.4,3,6333.72,190.01146697806047,0.069,4854.71,96,Personal,True,224541.39,True,1.9,1,0,OH,Suburban,False,0.0,33025.641160506435,0,2023-12-15 12:07:44.875501
48,Male,Married,Advanced,Employed,2.0,59249.24,4937.44,645.0,5.2,2,3731.48,111.94428751615892,0.023,38973.74,48,Business,True,220606.31,True,26.6,1,0,GA,Urban,False,0.0,59249.24127598407,1,2024-10-14 12:07:44.875501
30,Female,Married,Advanced,Employed,1.0,61675.46,5139.62,525.0,0.2,3,41807.06,1254.2119030975448,0.244,34942.48,84,Debt Consolidation,False,0.0,True,3.3,2,0,Other,Urban,False,0.0,61675.45704277852,1,2024-09-23 12:07:44.875501
41,Female,Single,Bachelor's,Self-employed,1.6,85915.33,7159.61,659.0,15.3,2,22040.61,661.21840615385,0.092,38179.94,36,Business,True,139022.95,True,6.0,1,0,Other,Suburban,False,0.0,85915.33436461033,1,2024-08-19 12:07:44.875501
22,Male,Married,Some College,Employed,2.0,37250.83,3104.24,637.0,0.4,5,75742.72,2272.281704501824,0.732,17878.09,36,Auto,False,0.0,True,32.3,1,1,MI,Suburban,False,0.0,37250.832787337546,1,2025-03-31 12:07:44.875501
34,Male,Married,Bachelor's,Self-employed,4.1,85714.0,7142.83,395.0,2.0,1,26080.27,782.4081428028612,0.11,1000.0,72,Debt Consolidation,False,0.0,True,6.9,2,0,FL,Suburban,False,0.0,85713.99521020711,1,2024-09-15 12:07:44.875501
32,Male,Single,Advanced,Employed,0.2,74748.54,6229.05,509.0,3.2,2,10410.36,312.31073213617026,0.05,12477.19,24,Auto,True,261750.32,True,1.3,2,0,MI,Suburban,False,0.0,74748.54422255207,1,2024-02-01 12:07:44.875501
37,Male,Married,Bachelor's,Employed,12.3,52649.24,4387.44,361.0,7.9,4,45260.19,1357.8056036195485,0.309,4791.17,84,Business,True,285987.2,True,11.4,2,0,TX,Urban,False,0.0,52649.24257817512,1,2024-03-28 12:07:44.875501
30,Male,Divorced,Advanced,Employed,0.5,40266.23,3355.52,615.0,10.2,3,8255.52,247.6656561711677,0.074,4633.28,96,Other,True,442338.37,True,5.6,1,0,PA,Suburban,False,0.0,40266.23129109049,1,2025-05-15 12:07:44.875501
33,Female,Married,Bachelor's,Employed,1.6,71651.26,5970.94,757.0,0.7,2,8591.88,257.7563058152124,0.043,42054.12,48,Personal,False,0.0,True,37.6,0,0,MI,Urban,False,0.0,71651.25584019304,1,2025-02-09 12:07:44.875501
44,Male,Divorced,Bachelor's,Employed,0.6,34620.58,2885.05,460.0,0.4,4,717.19,21.515755365113268,0.007,21296.87,36,Debt Consolidation,False,0.0,True,9.8,0,0,Other,Urban,True,37526.31228421455,72146.88800331423,1,2024-10-22 12:07:44.875501
29,Female,Divorced,Some College,Employed,1.5,44616.95,3718.08,517.0,12.8,3,7259.57,217.7869758939653,0.059,29340.18,96,Debt Consolidation,False,0.0,True,36.8,1,0,GA,Urban,True,78763.02017488256,123379.97333205155,1,2025-01-31 12:07:44.875501
18,Male,Divorced,Bachelor's,Employed,9.1,53813.31,4484.44,633.0,10.0,2,7576.13,227.2838296780968,0.051,41547.62,60,Personal,True,125124.42,True,15.5,0,0,CA,Urban,False,0.0,53813.31025540625,1,2023-10-18 12:07:44.875501
55,Female,Single,Some College,Employed,4.8,41272.29,3439.36,543.0,14.2,4,8828.51,264.8553705316119,0.077,9707.01,72,Education,True,127107.24,True,1.4,1,0,CA,Urban,False,0.0,41272.287432888916,1,2023-10-23 12:07:44.875501
51,Male,Married,Advanced,Employed,1.3,388884.17,4573.14,543.0,9.0,5,11496.52,344.89574926946386,0.075,34213.67,84,Auto,True,221724.23,True,9.7,0,0,IL,Rural,False,0.0,54877.68720238183,1,2023-10-16 12:07:44.875501
19,Female,Married,Advanced,Employed,10.3,43626.01,3635.5,704.0,11.1,2,21490.32,644.7095029494222,0.177,3211.9,60,Auto,False,0.0,True,4.8,0,0,TX,Rural,False,0.0,43626.00593099654,1,2024-01-25 12:07:44.875501
43,Male,Married,Advanced,Employed,8.1,22959.65,1913.3,600.0,3.8,1,6096.13,182.8838499125354,0.096,28787.36,24,Other,False,0.0,True,1.0,4,0,NY,Urban,True,42176.28479546799,65135.93742384596,1,2025-09-06 12:07:44.875501
28,Male,Widowed,Bachelor's,Employed,7.0,85883.7,7156.98,501.0,7.1,5,25317.36,759.520729573956,0.106,41014.48,36,Home Improvement,False,0.0,True,5.9,1,0,Other,Urban,True,51955.38309037869,137839.08721286643,0,2024-08-13 12:07:44.875501
38,Female,Single,Some College,Employed,9.4,36148.98,3012.41,441.0,13.1,4,3576.99,107.30981884958223,0.036,7910.22,60,Auto,False,0.0,True,0.7,1,0,Other,Suburban,True,26062.515450012725,62211.49309338224,1,2025-01-04 12:07:44.875501
38,Male,Single,High School,Self-employed,4.8,45540.25,3795.02,850.0,1.5,1,66808.96,2004.2687050523998,0.528,37428.31,72,Education,True,220007.18,True,10.0,1,0,Other,Rural,True,64235.78681303376,109776.03458677835,1,2025-02-19 12:07:44.875501
32,Female,Single,Bachelor's,Employed,3.5,52047.0,4337.25,762.0,4.4,2,661.43,19.84286989656422,0.005,28372.77,48,Business,False,0.0,True,3.1,1,1,IL,Suburban,True,45930.92239071838,97977.91994417168,1,2024-12-17 12:07:44.875501
25,Female,Single,Advanced,Employed,2.3,93485.71,7790.48,604.0,10.8,5,59703.0,1791.0899897673455,0.23,18185.02,72,Auto,True,231140.07,True,11.6,0,0,Other,Suburban,False,0.0,93485.71276794745,1,2024-02-06 12:07:44.875501
26,Male,Single,Bachelor's,Retired,1.3,39012.11,3251.01,658.0,6.1,3,19807.63,594.2289941393241,0.183,6992.88,24,Home Improvement,False,0.0,True,8.0,4,1,Other,Suburban,False,0.0,39012.10914935524,1,2025-05-19 12:07:44.875501
24,Male,Married,High School,Employed,4.1,42557.56,3546.46,601.0,9.2,4,30950.77,928.5230483591469,0.262,28627.08,36,Business,True,177168.8,True,14.7,0,0,PA,Suburban,False,0.0,42557.558713418985,1,2025-02-15 12:07:44.875501
25,Female,Single,Advanced,Employed,11.0,60917.93,5076.49,701.0,2.8,2,8857.76,265.7326611101801,0.052,32407.6,72,Auto,False,0.0,True,1.4,0,0,Other,Suburban,True,36972.52677981485,97890.457399935,1,2024-01-28 12:07:44.875501
34,Male,Married,Advanced,Employed,4.5,35790.12,2982.51,564.0,0.3,2,4772.92,143.1876999875256,0.048,20238.5,84,Personal,True,154645.23,True,7.3,0,0,TX,Suburban,True,46378.77367756902,82168.89149142429,1,2024-08-07 12:07:44.875501
26,Female,Married,Bachelor's,Employed,12.6,23241.05,1936.75,595.0,0.2,3,73575.99,2207.2795703104835,1.14,10284.99,96,Auto,False,0.0,True,14.0,1,0,CA,Rural,False,0.0,23241.054112919173,1,2025-05-26 12:07:44.875501
43,Female,Single,Bachelor's,Employed,2.2,15972.55,1331.05,695.0,22.9,2,14540.32,436.2094765881952,0.328,36436.96,36,Auto,True,242290.39,True,1.8,1,0,Other,Suburban,False,0.0,15972.551547829782,1,2024-07-29 12:07:44.875501
52,Male,Single,Advanced,Employed,5.9,44308.03,3692.34,795.0,23.1,3,16372.83,491.18497719807607,0.133,42768.21,24,Business,False,0.0,False,0.0,3,0,TX,Urban,True,61697.88449247903,106005.91554486885,1,2024-02-20 12:07:44.875501
28,Male,Married,Bachelor's,Employed,5.2,9001.19,750.1,724.0,1.9,4,106149.67,3184.4900199252957,2.0,39304.73,84,Auto,False,0.0,True,2.3,0,0,CA,Suburban,True,35935.281305716715,44936.47576482819,0,2024-10-13 12:07:44.875501
37,Female,Married,Advanced,Employed,5.5,93049.58,7754.13,773.0,1.3,3,10239.42,307.18256084935,0.04,48835.99,96,Auto,True,,True,11.8,1,0,NC,Suburban,False,0.0,93049.57879724292,1,2025-05-30 12:07:44.875501
40,Male,Divorced,High School,Employed,5.2,46769.54,3897.46,618.0,0.1,1,2639.34,79.18007207551872,0.02,15226.7,84,Business,True,283392.8,True,5.1,2,0,Other,Suburban,False,0.0,46769.539903894794,1,2024-07-09 12:07:44.875501
40,Male,Divorced,Bachelor's,Self-employed,1.3,59356.69,4946.39,587.0,2.1,4,22102.5,663.0750110705457,0.134,3772.01,12,Debt Consolidation,True,224825.66,True,7.7,0,0,CA,Urban,False,0.0,59356.6904123218,1,2025-05-06 12:07:44.875501
35,Male,Widowed,Bachelor's,Employed,0.8,79406.45,6617.2,456.0,3.3,10,20231.22,606.936516053744,0.092,31159.11,72,Home Improvement,True,171080.14,True,3.2,1,0,IL,Suburban,False,0.0,79406.4475767374,1,2024-08-16 12:07:44.875501
